Source Country,Country,points,Total
Sweden,Denmark,12,226
Sweden,Estonia,0,245
Sweden,Finland,9,46
Sweden,France,5,173
Sweden,Germany,6,340
Sweden,Hungary,0,93
Sweden,Ireland,4,136
Sweden,Israel,17,529
Sweden,Italy,0,308
Sweden,Lithuania,7,181
Sweden,Moldova,0,209
Sweden,Norway,10,144
Sweden,Portugal,0,39
Sweden,Serbia,0,113
Sweden,Slovenia,0,64
Sweden,Spain,0,61
Sweden,Sweden,0,274
Sweden,The Netherlands,1,121
Sweden,Ukraine,0,130
Sweden,United Kingdom,0,48
Switzerland,Albania,7,184
Switzerland,Australia,0,99
Switzerland,Austria,8,342
Switzerland,Bulgaria,2,166
Switzerland,Cyprus,10,436
Switzerland,Czech Republic,0,281
Switzerland,Denmark,2,226
Switzerland,Estonia,10,245
Switzerland,Finland,0,46
Switzerland,France,0,173
Switzerland,Germany,18,340
Switzerland,Hungary,0,93
Switzerland,Ireland,6,136
Switzerland,Israel,6,529
Switzerland,Italy,8,308
Switzerland,Lithuania,8,181
Switzerland,Moldova,0,209
Switzerland,Norway,0,144
Switzerland,Portugal,13,39
Switzerland,Serbia,12,113
Switzerland,Slovenia,0,64
Switzerland,Spain,1,61
Switzerland,Sweden,5,274
Switzerland,The Netherlands,0,121
Switzerland,Ukraine,0,130
Switzerland,United Kingdom,0,48
The Netherands,Albania,0,184
The Netherands,Australia,0,99
The Netherands,Austria,13,342
The Netherands,Bulgaria,0,166
The Netherands,Cyprus,11,436
The Netherands,Czech Republic,6,281
The Netherands,Denmark,8,226
The Netherands,Estonia,4,245
The Netherands,Finland,0,46
The Netherands,France,0,173
The Netherands,Germany,24,340
The Netherands,Hungary,2,93
The Netherands,Ireland,4,136
The Netherands,Israel,15,529
The Netherands,Italy,7,308
The Netherands,Lithuania,7,181
The Netherands,Moldova,0,209
The Netherands,Norway,4,144
The Netherands,Portugal,2,39
The Netherands,Serbia,0,113
The Netherands,Slovenia,1,64
The Netherands,Spain,0,61
The Netherands,Sweden,8,274
The Netherands,The Netherlands,0,121
The Netherands,Ukraine,0,130
The Netherands,United Kingdom,0,48
Ukraine,Albania,0,184
Ukraine,Australia,2,99
Ukraine,Austria,7,342
Ukraine,Bulgaria,0,166
Ukraine,Cyprus,4,436
Ukraine,Czech Republic,14,281
Ukraine,Denmark,11,226
Ukraine,Estonia,4,245
Ukraine,Finland,0,46
Ukraine,France,19,173
Ukraine,Germany,0,340
Ukraine,Hungary,1,93
Ukraine,Ireland,0,136
Ukraine,Israel,22,529
Ukraine,Italy,5,308
Ukraine,Lithuania,2,181
Ukraine,Moldova,6,209
Ukraine,Norway,0,144
Ukraine,Portugal,0,39
Ukraine,Serbia,0,113
Ukraine,Slovenia,5,64
Ukraine,Spain,0,61
Ukraine,Sweden,6,274
Ukraine,The Netherlands,8,121
Ukraine,Ukraine,0,130
Ukraine,United Kingdom,0,48
United Kingdom,Albania,7,184
United Kingdom,Australia,1,99
United Kingdom,Austria,12,342
United Kingdom,Bulgaria,14,166
United Kingdom,Cyprus,8,436
United Kingdom,Czech Republic,5,281
United Kingdom,Denmark,2,226
United Kingdom,Estonia,6,245
United Kingdom,Finland,4,46
United Kingdom,France,0,173
United Kingdom,Germany,3,340
United Kingdom,Hungary,0,93
United Kingdom,Ireland,13,136
United Kingdom,Israel,17,529
United Kingdom,Italy,0,308
United Kingdom,Lithuania,12,181
United Kingdom,Moldova,4,209
United Kingdom,Norway,5,144
United Kingdom,Portugal,0,39
United Kingdom,Serbia,0,113
United Kingdom,Slovenia,0,64
United Kingdom,Spain,1,61
United Kingdom,Sweden,2,274
United Kingdom,The Netherlands,0,121
United Kingdom,Ukraine,0,130
United Kingdom,United Kingdom,0,48
